"address","city","state","zipcode","AUTO_UNIQUE_ID_2019-08-09_cegarza_zillow2","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType"
"2308 S 43rd St","Mcallen","TX","78503",805,"USCGeocoder",234.3784,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1609.47965982728","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1874081514524,-98.272687916263,"Exact"
"1015 W Harvey Dr W","Mcallen","TX","78501",806,"USCGeocoder",78.0742,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5167.62479636658","LinearInterpolationAddressRange","StreetSegment","90.8284023668639","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2285660734718,-98.2260007632248,"Relaxed"
"9901 N Ware Rd","Mcallen","TX","78504",807,"USCGeocoder",250.0014,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","24752.0638398567","LinearInterpolationAddressRange","StreetSegment","96.9230769230769","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2975817858497,-98.2503877324426,"Relaxed"
"101 E Harvey St","Mcallen","TX","78501",808,"USCGeocoder",234.3774,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3567.56901772157","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2267967098897,-98.2145695277585,"Relaxed"
"5305 River Rd","Mcallen","TX","0",809,"USCGeocoder",687.5095,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","127149644.297468","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",26.2186035311189,-98.2452801798888,"Relaxed;Soundex"
"7008 N Bentsen Rd","Mcallen","TX","78504",810,"USCGeocoder",250.0013,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","5823.85552275181","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2703002067789,-98.2574131889657,"Exact"
"633 E Thornhill Ave","Mcallen","TX","78503",811,"USCGeocoder",156.2519,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","659.056050064974","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1693855812162,-98.2186895739912,"Relaxed"
"4120 N Taylor Rd","Mcallen","TX","78504",812,"USCGeocoder",281.2672,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3780.46645968012","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2463470115474,-98.2715823945421,"Exact"
"4501 N 5th St","Mcallen","TX","78504",813,"USCGeocoder",124.9951,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2414.99834959037","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.242625418257,-98.217511046172,"Exact"
"2021 Oriole Ave","Mcallen","TX","78504",814,"USCGeocoder",93.771,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5103.96952259273","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2643664400553,-98.2307575674995,"Exact"
"8700 N 29th St","Mcallen","TX","78504",815,"USCGeocoder",203.1259,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2983.84396583174","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2836728683567,-98.2403188668253,"Exact"
"3920 Auburn Ave","Mcallen","TX","78504",816,"USCGeocoder",78.2074,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","8655.62565261984","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2784267651312,-98.2501978046411,"Exact"
"632 E Sandyhills Ave","Mcallen","TX","78503",817,"USCGeocoder",203.1747,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","665.577387489378","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1696552107887,-98.2186420459424,"Relaxed"
"2312 S 43rd St","Mcallen","TX","78503",818,"USCGeocoder",156.2582,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1609.47965982728","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1873847575131,-98.2726915526267,"Exact"
"801 E Sundown Dr","Mcallen","TX","78503",819,"USCGeocoder",62.5028,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","3093.05001410842","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1640584978452,-98.2172474564715,"Relaxed"
"4313 Date Palm Ave","Mcallen","TX","78501",820,"USCGeocoder",46.8815,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","655.018145225942","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2126706611265,-98.2681541326527,"Relaxed"
"4200 Mile 7 Rd","Mcallen","TX","78504",821,"USCGeocoder",1046.8844,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","45796472.1801403","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2719677185657,-98.236571201499,"Relaxed;Soundex"
"13813 N 40th St","Edinburg","TX","78541",822,"USCGeocoder",406.2518,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","750202171.433438","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.4480818174924,-98.2842329529608,"Relaxed;Soundex"
"4509 Quince Ave","Mcallen","TX","78501",823,"USCGeocoder",62.4997,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4683.10477516663","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2243059979713,-98.2678207731084,"Exact"
"3525 S M St","Mcallen","TX","78503",824,"USCGeocoder",46.8645,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3815.99727182937","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.168322964898,-98.2108940120263,"Exact"
"2012 Jefferson Ave","Mcallen","TX","78504",825,"USCGeocoder",62.5085,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2286.2187889854","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2833422572273,-98.2282620118837,"Exact"
"620 N 49th St","Mcallen","TX","78501",826,"USCGeocoder",781.2496,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1767.13180856023","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2158300492952,-98.2731346435317,"Exact"
"4904 Vermont Ave","Mcallen","TX","78503",827,"USCGeocoder",421.8822,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2142.8897627432","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1898862639629,-98.2778219559599,"Exact"
"3429 S 3rd St","Mcallen","TX","78503",828,"USCGeocoder",171.8803,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3923.62637653732","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1711606643925,-98.2278749024607,"Exact"
"4908 Jasmine Ave","Mcallen","TX","78501",829,"USCGeocoder",234.3973,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","694.418573997915","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2180724207037,-98.2734792946294,"Relaxed"
"600 S 28th St","Mcallen","TX","78501",830,"USCGeocoder",218.7511,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4371.95606807753","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2007231888799,-98.2535943092796,"Exact"
"2801 Quail Ave","Mcallen","TX","78504",831,"USCGeocoder",46.8802,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1297.94411797076","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2673421701531,-98.2422560311122,"Exact"
"801 S 5th St","Mcallen","TX","78501",832,"USCGeocoder",234.3715,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4348.70811034666","LinearInterpolationAddressRange","StreetSegment","95.8579881656805","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2099005268283,-98.2234312357509,"Relaxed"
"6208 N 16th St","Mcallen","TX","78504",833,"USCGeocoder",406.2852,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3305.227905698","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.260393597279,-98.2274339768492,"Exact"
"1777 Northgate Ln","Mcallen","TX","78504",834,"USCGeocoder",796.8812,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","18175.5639431179","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2842318732127,-98.2243012665272,"Exact"
"3512 Cornell Ave","Mcallen","TX","78504",835,"USCGeocoder",234.3775,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7690.35208238699","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2798176371659,-98.2469074752104,"Relaxed"
"3808 S K Center St","Mcallen","TX","78503",836,"USCGeocoder",156.2515,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","44553398.2546464","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1651537539797,-98.2476918315878,"Relaxed;Soundex"
"405 Larkspur Ave","Mcallen","TX","78501",837,"USCGeocoder",78.2357,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","824.708189249039","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2361640199267,-98.2181730483601,"Relaxed"
"2517 Cornell Ave","Mcallen","TX","78504",838,"USCGeocoder",93.7328,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","45796472.1801403","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.2719677185657,-98.236571201499,"Relaxed;Soundex"
"517 E Thornhill Ave","Mcallen","TX","78503",839,"USCGeocoder",31.2426,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2604.69704258982","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.169512882638,-98.2209907787048,"Exact"
"2033 Martin Ave","Mcallen","TX","78504",840,"USCGeocoder",109.3727,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1112.19906713814","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2621453035946,-98.2322445059678,"Exact"
"4712 W Maple Ave","Mcallen","TX","78501",841,"USCGeocoder",78.0884,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","614.70126850158","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.22052367775,-98.2710603599635,"Relaxed"
"3804 Violet Ave","Mcallen","TX","78504",842,"USCGeocoder",234.4542,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","5601.31186491193","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2514777455134,-98.2554074091797,"Exact"
"3401 S M St","Mcallen","TX","78503",843,"USCGeocoder",328.1155,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3815.99727182937","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1692340857885,-98.210762666652,"Exact"
"613 E Thornhill Ave","Mcallen","TX","78503",844,"USCGeocoder",406.2513,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","391.042025581002","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1694506302573,-98.2194064028205,"Relaxed"
"3700 Sonora Ave","Mcallen","TX","78503",845,"USCGeocoder",46.925,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7130.76619246362","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1911276576319,-98.26691354898,"Exact"
"4201 Buddy Owens Ave","Mcallen","TX","78504",846,"USCGeocoder",125.0053,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","19175.8241606355","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2484929129871,-98.2600881445745,"Exact"
"5904 Pelican Ave","Mcallen","TX","0",847,"USCGeocoder",140.662,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","127149644.297468","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",26.2186035311189,-98.2452801798888,"Relaxed;Soundex"
"6904 N 30th St","Mcallen","TX","78504",848,"USCGeocoder",156.2427,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","6328.41093440086","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2670808272664,-98.2446706128643,"Exact"
"5349 Escondido Pass","Mcallen","TX","0",849,"USCGeocoder",218.773,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","127149644.297468","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",26.2186035311189,-98.2452801798888,"Relaxed;Soundex"
"5908 Pelican Ave","Mcallen","TX","0",850,"USCGeocoder",140.6283,1,"4.1","","","11","CityCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","127149644.297468","ArealInterpolationGeometricCentroid","City","50","FeatureClassBased","ReturnAll","","CityCentroid","","","1",26.2186035311189,-98.2452801798888,"Relaxed;Soundex"
"2045 Balboa Ave","Mcallen","TX","78503",851,"USCGeocoder",124.9825,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2696.53047117963","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1782062122548,-98.2454413880956,"Exact"
"3601 W State Highway 107","Mcallen","TX","78504",852,"USCGeocoder",499.9685,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3297.5597046254","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.3134840329255,-98.2475461540015,"Relaxed"
"3013 Daytona Ave","Mcallen","TX","78503",853,"USCGeocoder",140.623,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","981.006386891007","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1700492702797,-98.2610754186424,"Relaxed"
"4313 S # K","Mcallen","TX","78503",854,"USCGeocoder",1578.0975,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","44553398.2546464","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1651537539797,-98.2476918315878,"Relaxed;Soundex"
"4401 S M St","Mcallen","TX","78503",855,"USCGeocoder",328.1251,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","44553398.2546464","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1651537539797,-98.2476918315878,"Relaxed;Soundex"
"513 N 4th St","Mcallen","TX","78501",856,"USCGeocoder",437.5066,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1644.8257076249","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2077123231692,-98.223062629152,"Exact"
"3400 Robin Ave","Mcallen","TX","78504",857,"USCGeocoder",265.6571,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7704.79937963665","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2690919558834,-98.2508628758507,"Exact"
"11504 N Taylor Rd","Mcallen","TX","78504",858,"USCGeocoder",62.5173,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7172.92793901276","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.3139275486837,-98.26013266955,"Exact"
"2801 N 42nd St","Mcallen","TX","78501",859,"USCGeocoder",125.083,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3751.22766483737","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2334999909366,-98.2627259854196,"Exact"
"301 Bales Rd APT 6","Mcallen","TX","78503",860,"USCGeocoder",125.0358,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","712.464211460203","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1734242664242,-98.2277479536402,"Relaxed"
"10308 N 24th St","Mcallen","TX","78504",861,"USCGeocoder",187.5047,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4263.39714514918","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2989106305646,-98.2295676969673,"Exact"
"8900 N Taylor Rd","Mcallen","TX","78504",862,"USCGeocoder",62.4695,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2199.18706173217","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2904763568827,-98.2640568409861,"Relaxed"
"9700 N 23rd St","Mcallen","TX","78504",863,"USCGeocoder",171.8843,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3033.26913641772","LinearInterpolationAddressRange","StreetSegment","97.0414201183432","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2915910931664,-98.2292619446102,"Relaxed"
"2045 S Balboa S Ave","Mcallen","TX","78503",864,"USCGeocoder",1234.3443,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","44553398.2546464","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",26.1651537539797,-98.2476918315878,"Relaxed;Soundex"
"3208 Wisteria Ave","Mcallen","TX","78504",865,"USCGeocoder",31.2894,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","956.294153295457","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2522002195331,-98.2490666598927,"Exact"
"11300 N Taylor Rd","Mcallen","TX","78504",866,"USCGeocoder",187.5432,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","7505.65154872116","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.3121364458905,-98.260439496971,"Relaxed"
"300 Zinnia Ave","Mcallen","TX","78504",867,"USCGeocoder",46.8261,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4025.15087821707","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2494466682459,-98.2137548586314,"Exact"
"700 Redbud Ave","Mcallen","TX","78504",868,"USCGeocoder",218.7766,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1099.08373427391","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2422580392258,-98.2196987572555,"Exact"
"525 S Bentsen Rd","Mcallen","TX","78501",869,"USCGeocoder",171.8796,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","4115.33725732565","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.2041867903569,-98.2697340732986,"Relaxed"
"1228 E Agusta Ave","Mcallen","TX","78503",870,"USCGeocoder",265.6089,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","6764.25969269604","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1673617308264,-98.2112872188852,"Exact"
"301 Byron Nelson St UNIT 30","Mcallen","TX","78503",871,"USCGeocoder",234.3728,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","545.874815762043","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.1749418250703,-98.2268758072381,"Relaxed"
"4902 Pecan Blvd","Mcallen","TX","78501",872,"USCGeocoder",109.3795,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","10635.6295829958","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2228462318774,-98.2733745111934,"Exact"
"5009 Malaga Ln # 1","Mcallen","TX","78504",873,"USCGeocoder",140.6357,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2031.38005570322","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",26.3083584667883,-98.2601490412006,"Exact"
"1309 E Agusta Ave","Mcallen","TX","78503",874,"USCGeocoder",31.2207,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","6764.25969269604","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.1673347369862,-98.2111201135812,"Exact"
"901 E Redbud Ave","Mcallen","TX","78504",875,"USCGeocoder",125.0184,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","22861.7851839965","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2415861759773,-98.203608496196,"Relaxed"
"709 N 49th St","Mcallen","TX","78501",876,"USCGeocoder",234.2864,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1039.14691330139","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",26.2154998102295,-98.2733696965972,"Exact"
