Artist,Song
the hot sardines,when i get low i get high
the hunna,you me
the hunts,remember us
the hush sound,unsafe safe
the hush sound,honey
the hush sound,wine red - tommie sunshines brooklyn fire retouch
the hush sound,molasses
the hush sound,we intertwined
the icarus account,sunshine and rain
the interrupters,family (feat. tim armstrong)
the isley brothers,shout pts. 1 2
the j. geils band,freeze-frame
the j. geils band,centerfold
the jackson 5,santa claus is coming to town
the jackson 5,i want you back
the jackson 5,abc
the jacksons,blame it on the boogie
the joy formidable,whirring
the karaoke hit machine,bitches and bottles (lets get it started) karaoke version
the keep,snakebite
the killers,runaways
the killers,when you were young
the killers,the way it was
the killers,all these things that ive done
the killers,mona lisas and mad hatters
the killers,spaceman
the killers,read my mind
the killers,mr. brightside
the killers,just another girl
the killers,be still
the killers,here with me
the killers,somebody told me
the kills,pull a u
the kingsmen,louie louie
the kinks,a well respected man
the knack,my sharona
the knocks,dancing with the dj
the knocks,classic (feat. fetty wap powers )
the knocks,ride or die (feat. foster the people)
the knux,run
the knux,bang bang
the kooks,fractured and dazed
the kooks,initials for gainsbourg
the kooks,picture frame
the kooks,she moves in her own way
the kooks,forgive forget
the kooks,naive
the kooks,four leaf clover
the kooks,kids
the kooks,pumped up kicks - bbc live version
the kooks,swing low
the kooks,believe
the kooks,no pressure
the kooks,seaside
the last dinosaur,every second is a second chance
the last shadow puppets,used to be my girl
the last sleepless city,let it go
the libertines,time for heroes
the lighthouse and the whaler,pioneers
the limousines,internet killed the video star
the living end,prisoner of society
the lonely island,like a boss
the lonely island,yolo
the lonely island,im on a boat
the lumineers,ho hey
the lumineers,ophelia
the lumineers,slow it down
the madden brothers,out of my mind
the magic orchestra,ash and smoke
the magic orchestra,the white tree - from the lord of the rings
the main drag,a jagged gorgeous winter
the maine,into your arms
the maine,right girl
the maine,inside of you
the maine,everything i ask for
the maine,the way we talk
the mars volta,inertiatic esp
the mars volta,the widow
the marvelettes,please mr. postman
the maze,on your own
the medic droid,its about love
the medic droid,fer sure
the mighty mighty bosstones,the impression that i get
the mighty mighty bosstones,whered you go
the monkees,daydream believer
the monkees,im a believer
the monotones,the book of love
the monthly trades,melt with you
the mooney suzuki,alive amplified
the morning light,clouds
the mowglis,san francisco
the muffs,kids in america
the naked and famous,punching in a dream
the naked and famous,girls like you
the naked and famous,young blood
the national,born to beg
the national,i need my girl
the national,empire line
the national,dont swallow the cap
the national,i should live in salt
the national,exile vilify
the national,the system only dreams in total darkness
the neighbourhood,afraid
the neighbourhood,sweater weather
the new basement tapes,spanish mary
the new morty show,knockin at your door
the new pornographers,the electric version
the new pornographers,war on the east coast
the notorious b.i.g.,hypnotize
the notorious b.i.g.,mo money mo problems
the notorious b.i.g.,one more chance
the notorious b.i.g.,hypnotize - explicit album version
the notorious b.i.g.,mo money mo problems (feat. mase puff daddy)
the offspring,why dont you get a job
the offspring,kristy are you doing okay
the offspring,hammerhead
the offspring,trust in you
the offspring,days go by
the offspring,youre gonna go far kid
the offspring,the kids arent alright
the offspring,pretty fly (for a white guy)
the ojays,love train
the original chin chins,hey mickey youre so fine
the orwells,who needs you
the outfield,your love
the outlaws,green grass high tides (live)
the outline,shotgun
the panic channel,why cry
the parlor mob,into the sun
the parlor mob,cant keep no good boy down
the pass,halo
the pink spiders,modern swinger
the pointer sisters,im so excited
the police,dont stand so close to me
the police,every little thing she does is magic
the police,message in a bottle
the polish ambassador,shine bright
the postal service,we will become silhouettes
the postal service,nothing better
the postal service,suddenly everything has changed (remastered)
the postal service,such great heights - remastered
the postal service,clark gable
the postal service,sleeping in
the postelles,stella
the preatures,cruel
the preatures,is this how you feel
the presets,no fun
the presidents of the united states of america,peaches
the presidents of the united states of america,lump
the pretty reckless,heaven knows
the proclaimers,im gonna be (500 miles)
the raconteurs,steady as she goes
the raspberries,go all the way
the ready set,upsets and downfalls
the ready set,more than alive
the ready set,love like woe
the ready set,killer
the ready set,stays four the same
the ready set,back to back
the ready set,give me your hand best song ever
the red jumpsuit apparatus,face down
the red jumpsuit apparatus,damn regret
the red jumpsuit apparatus,false pretense
the red jumpsuit apparatus,cat and mouse
the replacements,alex chilton
the revivalists,wish i knew you
the rocket summer,break it out
the rocket summer,do you feel
the rocket summer,same air
the rolling stones,(i cant get no) satisfaction - mono version / remastered 2002
the rolling stones,doom and gloom
the rolling stones,start me up
the rolling stones,sympathy for the devil
the rolling stones,im alright - live
the rolling stones,not fade away - live
the rolling stones,gimme shelter
the rolling stones,route 66 - live
the rolling stones,paint it black - (original single mono version)
the rolling stones,charlies intro to little red rooster - live
the rolling stones,pain in my heart - live in ireland / 1965
the romantics,what i like about you
the royal,headfirst
the royal concept,on our way
the runaway club,good together
the rural alberta advantage,terrified
the scene aesthetic,love through post cards
the scene aesthetic,such great heights
the scene aesthetic,beauty in the breakdown (acoustic)
the script,breakeven
the script,superheroes
the script,for the first time
the script,never seen anything quite like you
the secret handshake,tgif
the shins,pressed in a book
the shins,name for you
the shins,bait and switch
the shoes,time to dance
the sleep specialist,peaceful forest
the sleeping,bad religion
the smashing pumpkins,landslide
the smashing pumpkins,cherub rock
the smashing pumpkins,bullet with butterfly wings
the smashing pumpkins,today
the smiths,this charming man - 2011 remaster
the south street band,you make my dreams come true
the spill canvas,all over you
the starting line,inspired by the
the starting line,island
the starting line,the best of me
the sterns,supreme girl
the stooges,search and destroy - iggy pop mix
the story so far,all wrong
the strokes,under cover of darkness
the strokes,oblivius
the strokes,threat of joy
the strokes,reptilia
the strokes,someday
the struts,could have been me
the struts,i always knew/hotline bling - live / acoustic
the summer obsession,death said
the summer obsession,burning bridges
the summer set,chelsea
the summer set,punch-drunk love
the summer set,slip away
the summer set,wasted
the summer set,the boys you do (get back at you)
the summer set,boomerang
the supremes,you cant hurry love
the temper trap,fall together
the temptations,my girl
the tender box,another lover
the trouble with templeton,glue
the unlikely candidates,follow my feet
the used,wake the dead
the used,the taste of ink
the used,buried myself alive
the vaccines,handsome
the vaccines,blow it up
the vamps,somebody to you
the vamps,all night
the vapors,turning japanese
the venetia fair,a lady and a tramp
the venetia fair,(iv) the saints of gomorrah
the venetia fair,the day i set them free
the vincent black shadow,dont make me so mad
the vincent black shadow,stupid intruders
the vincent black shadow,never saw it comin
the vincent black shadow,the house of tasteful men
the vincent black shadow,dig dig dig
the vincent black shadow,stereogram
the vincent black shadow,metro
the vines,in the jungle
the wanted,glad you came
the warsaw symphony orchestra,the prophecy - herr der ringe - lord of the rings
the weeknd,starboy
the weeknd,cant feel my face
the weeknd,in the night
the weeknd,blinding lights
the weeknd,shameless
the weeknd,pray for me (with kendrick lamar)
the weeknd,i feel it coming
the well pennies,nothing to do
the white panda,cooler than latch (disclosure ft. sam smith // mike posner)
the white panda,say no diggity (odesza // blackstreet)
the white stripes,blue orchid
the white stripes,seven nation army
the white stripes,icky thump
the white stripes,fell in love with a girl
the white stripes,hotel yorba
the white tie affair,allow me to introduce myself...mr. right
the white tie affair,scene change
the white tie affair,candle (sick and tired)
the white tie affair,you look better when im drunk
the white tie affair,the enemy
the who,pinball wizard - original album version
the who,who are you
the who,magic bus
the who,wont get fooled again
the wind and the wave,ignition
the wind and the wave,edge of seventeen
the wind and the wave,from the wreckage build a home
the wombats,1996
the wombats,your body is a weapon
the word alive,light house
the world famous tony williams,blazin high (prod. by oddz n endz) feat. wale macklemore emilio rojas
the zolas,strange girl
them terribles,bullets and guns
theory of a deadman,out of my head
theory of a deadman,bad girlfriend
theory of a deadman,affluenza
there for tomorrow,a little faster
they might be giants,istanbul (not constantinople)
thin lizzy,bad reputation
thin lizzy,the boys are back in town
third eye blind,jumper
third eye blind,hows it going to be
third eye blind,jumper - 1998 edit
third eye blind,ways
third eye blind,semi-charmed life
thirty seconds to mars,rescue me
this century,sound of fire
this century,slow dance night
this patch of sky,love is in beauty and chaos
this providence,card house dreamer
this providence,sand in your shoes - acoustic
this will destroy you,killed the lord left for the new world
this will destroy you,dustism
thomas bergersen,dragon rider
thomas bergersen,sky titans
thomas bergersen,moving mountains
thomas newman,wall-e
thomas newman,rogue robots
thomas newman,the axiom
three 6 mafia,poppin my collar - feat. project pat - explicit
three days grace,landmine
three days grace,i hate everything about you
thrice,the artist in the ambulance
thriving ivory,angels on the moon
thursday,counting 5-4-3-2-1
thurston harris,little bitty pretty one
tiesto,lets go
tiesto,secrets - radio edit
tiffany,i think were alone now
tim mcgraw,my little girl - from the motion picture my friend flicka
timbiriche,si no es ahora
timbiriche,con todos menos conmigo
timbiriche,besos de ceniza
timbiriche,tu y yo somos uno mismo
timeflies,swoon
timeflies,ex games
timeflies,i choose u
timeflies,until the sunrise
timeflies,pipe dreams
timeflies,once in a while
timeflies,smfwu
timeflies,turn it up
timeflies,tonight i cant say no
timeflies,lose my mind
timeflies,detonate
timeflies,cars money and fame
timeflies,all the way
timeflies,wild ones
timmy and the lords of the underworld,timmy and the lords of the underworld
timmy trumpet,freaks - radio edit
tinashe,feels like vegas
tinie tempah,written in the stars (feat. eric turner)
tlc,waterfalls
tobymac,feel it
toe,two moons
tokio hotel,ready set go
tokyo police club,be good (rac remix)
tokyo police club,gone
tom holkenborg (junkie xl),the projects
tom holkenborg (junkie xl),my name is max - extended version
tom jones,shes a lady
tom jones,its not unusual
tom petty,runnin down a dream
tom petty,free fallin
tom petty,i wont back down
tom petty and the heartbreakers,red river
tom petty and the heartbreakers,american girl
tommy tutone,867-5309 / jenny
toni basil,mickey
tonight alive,lonely girl
tonight alive,little lion man
tony bennett,firefly
tony bennett,dont get around much anymore
tool,lateralus
tor miller,now and again
torche,loose men
toro y moi,empty nesters
tove lo,moments
tove lo,out of mind - live from spotify sxsw 2014
tove lo,talking body
tove lo,thousand miles
tove lo,habits (stay high)
tove lo,my gun
tove lo,are u gonna tell her - heavy baile remix
tove styrke,ego
tracey chattaway,come away with me
train,mai tais (feat. skylar grey)
train,i got you
train,drops of jupiter
train,50 ways to say goodbye
train,cadillac cadillac
train,hey soul sister
train,wonder what youre doing for the rest of your life
trapt,headstrong
travie mccoy,keep on keeping on (feat. brendon urie)
trevor morris,the well of sorrows
trevor morris,val royeaux
trevor morris,death on the bridge
trippie redd,dark knight dummo (feat. travis scott)
tristeza,balabaristas
trivium,as i am exploding
trivium,he who spawned the furies
trivium,in waves
trivium,incineration: the broken world
trivium,villainy thrives
trouble,bring it back (with drake mike will made-it)
troy,breaking free
troy,start of something new
troy,bet on it
troy,getcha head in the game
troy,gotta go my own way - from high school musical 2
troye sivan,touch
tsar,band-girls-money
tv on the radio,dancing choose
tv on the radio,wolf like me
tv on the radio,careful you
twenty one pilots,the hype - berlin
twenty one pilots,heathens
twenty one pilots,ride
twenty one pilots,guns for hands
twenty one pilots,car radio
twenty one pilots,stressed out
twenty one pilots,tear in my heart
twenty one two,blank space
twin bandit,stolen dance
twin peaks,i found a new way
twin peaks,making breakfast
twin shadow,five seconds
twista,slow jamz
twisted sister,i wanna rock
twisted sister,were not gonna take it
two cartoons,horizon approaching
two door cinema club,what you know
two door cinema club,this is the life
two door cinema club,something good can work
two door cinema club,are we ready (wreck)
two steps from hell,hunters moon
two steps from hell,calamity
two steps from hell,split personality
two tongues,tremors
tyga,rack city
tyler carter,aint it fun (feat. luke holland)
tyler farr,a guy walks into a bar
tyler the creator,tamale
tyler the creator,find your wings
tyler the creator,domo23
tyler the creator,okaga ca
tyler the creator,cherry bomb
tyler the creator,buffalo
tyler the creator,okra
tyler the creator,keep da os
tyler the creator,yonkers
tyler the creator,pilot (feat. sydney bennett)
tyler the creator,fucking young / perfect
tyler the creator,blow my load
tyler the creator,smuckers
tyler the creator,earfquake - channel tres remix
tyler the creator,2seater
tyler the creator,youre a mean one mr. grinch
tyler the creator,deathcamp
tyler the creator,see you again
tyler the creator,pilot
tyler the creator,trashwang
tyler the creator feat. schoolboy q,the brown stains of darkeese latifah part 6-12 (remix)
tyler ward,fancy
tyler ward,cant hold us - acoustic
tyler ward,problem (acoustic)
tyson ritter,air
u137,let me keep this memory
u2,pride (in the name of love) - remastered 2009
u2,sleep like a baby tonight
ub40,red red wine - edit
ugk,intl players anthem (i choose you) - main version - clean
uncle kracker,drift away
uncle kracker,follow me
uncle kracker,smile
uncommonmenfrommars,jim got in a fight with brian molko
under the influence of giants,mamas room
underoath,a boy brushed red living in black and white
unico wilhelm van wassenaer,concerto armonico no. 1 in g major: grave
union of sound,la seine
unsun,whispers
unwritten law,seein red
unwritten law,save me
unwritten law,fight
urban cone,sadness disease
urban cone,weekends
usher,dj got us fallin in love
usher,lemme see
usher,omg
usher,my boo
vains of jenna,enemy in me
valencia,the space between
valise,dialogue
vampire weekend,a-punk
vampire weekend,diane young
van halen,aint talkin bout love
van halen,runnin with the devil
van halen,eruption
van halen,hot for teacher - 2015 remaster
van halen,dreams
van halen,jump - 2015 remaster
van morrison,brown eyed girl
van she,jamaica
vance joy,from afar
vance joy,riptide
vanessa carlton,a thousand miles
verite,need nothing
verite,heartbeat
verite,somebody else
verite,bout you
verite,faded
verite,think of me
verite,saint
verite,nothing
verite,john my beloved
verite,echo
versaemerge,toxic - live acoustic
versaemerge,paint it black
versus the world,forgive me
vertical horizon,youre a god
vhs collection,sign
vic mensa,new bae
vic mensa,u mad
vice,obsession (feat. jon bellion)
vicente fernandez,estos celos
vicente fernandez,la dinastia fernandez - la derrota / volver volver
vicetone,tremble ft. one republic (white panda vocal edit)
vicetone,hope
village people,ymca
village people,y.m.c.a
vince staples,opps (with yugen blakrok)
vince staples,prima donna
vinyl theatre,summer
vinyl theatre,breaking up my bones
vinyl theatre,if you say so
violent soho,covered in chrome
vitamin string quartet,dammit
volbeat,lola montez
volcano choir,husks and shells
voxtrot,the start of something
vs,unsigned
vs,mass appeal
waka flocka flame,no hands (feat. roscoe dash and wale) - explicit album version
wale,my pyt
walk off the earth,revo
walk the moon,sidekick
walk the moon,burning down the house (live)
walk the moon,different colors
walk the moon,one foot
walk the moon,anna sun
walk the moon,fixin
walk the moon,shut up and dance
walking on cars,hand in hand
walla,bouvia
walla,plane ride
walla,101
walla,neon love
walla,animal of love
walla,no time
wallpaper.,drunken hearts
wallpaper.,stupidfacedd
wallpaper.,hesher
wallpaper.,last call
wallpaper.,good 4 it
wallys swing world,i get a kick out of you
war,why cant we be friends
warrant,cherry pie
waters,over it
wavves,way too much
we are the in crowd,both sides of the story
we are the in crowd,carry me home
we are the in crowd,the best thing (that never happened)
we came as romans,i knew you were trouble
we came as romans,the world i used to know
we the kings,say you like me
we the kings,check yes juliet
we the kings,well be a dream feat. demi lovato
we the kings,all again for you
we the kings,just keep breathing
we the kings,caught up in you
we the kings,secret valentine
we the kings,friday is forever
we were promised jetpacks,peaks and troughs
weatherstar,what was i thinking
weatherstar,weather or not
weatherstar,postcards
weatherstar,planes oceans and symphonies
weatherstar,wish you would stay
weatherstar,sick of tonight
weezer,happy together
weezer,island in the sun
weezer,buddy holly
weezer,say it aint so
weezer,pork and beans
weezer,billie jean
weezer,the greatest man that ever lived (variations on a shaker hymn)
weezer,no scrubs
weezer,my name is jonas
weezer,take on me
weezer,go away
weezer,sweet dreams (are made of this)
weezer,beverly hills
weezer,da vinci
weezer,the british are coming
weezer,(if youre wondering if i want you to) i want you to
weezer,ii. anonymous
weezer,i. the waste land
weezer,cleopatra
weezer,stand by me
weird al yankovic,the saga begins (lyrical adaption of american pie)
weird al yankovic,word crimes
weird al yankovic,white nerdy (parody of ridin by chamillionaire feat. krayzie bone)
wham,wake me up before you go-go
wham,last christmas
whilk misky,babe im yours
white lies,hold back your love
white lies,big tv
white rabbits,percussion gun
whitesnake,here i go again
whitney houston,i wanna dance with somebody (who loves me)
wild belle,keep you
wild belle,its too late
wild cherry,play that funky music
wild cub,thunder clatter
wild cub,straight no turns
wild party,lifes too short
wild party,when i get older
wild party,lo-fi children
wildcat wildcat,mr quiche
wilhelm tell me,so into you
wilhelm tell me,let me take you away
will smith,prince ali
will smith,friend like me
will smith,arabian nights (2019)
will.i.am,scream shout
william beckett,girl you shoulda been a drummer
william fitzsimmons,i kissed a girl
willow sage hart,a million dreams - reprise
within reason,gotta let it die
wiz khalifa,see you again (feat. charlie puth)
wiz khalifa,stayin out all night
woe is me,hot n cold
wolf gang,the king and all of his men
wolf gang,lions in cages
wolfmother,woman
wolfmother,joker and the thief
x ambassadors,boom
x ambassadors,renegades
xavier omar,wonderful christmastime - recorded at spotify studios nyc
xtc,dear god
xtc,dear god - 2001 - remaster
y.v.e. 48,on the road - original mix
yacht,le goudron (edit)
yashin,get loose
yashin,everytime
yeah yeah yeahs,maps
years years,take shelter
years years,desire - gryffin remix
years years,come alive (with years years and jess glynne)
yeasayer,o.n.e.
yelawolf,till its gone
yelle,ce jeu
yellowcard,awakening
yellowcard,lights and sounds
yellowcard,empty apartment
yellowcard,way away
yellowcard,breathing
yellowcard,one bedroom
yellowcard,miles apart
yellowcard,msk
yellowcard,hang you up
yellowcard,only one
yellowcard,crash the gates
yellowcard,ocean avenue
yes,owner of a lonely heart
yg,why you always hatin
ying yang twins,get low
ylvis,the fox
ylvis,the fox (what does the fox say)
yngwie malmsteen,red devil
yonas,i could
yonas,shy kidz
yonas,dont give a damn
yonas,fall back
you blew it,match tinder
you me and everyone we know,livin th dream
you me and everyone we know,the press war
you me and everyone we know,id be more interested if you were already spoken for...
you me at six,bite my tongue (feat. oli sykes)
you me at six,playing the blame game
you me at six,stay with me - acoustic version
young and divine,weakdays
young empires,the gates
young m.c.,bust a move
young the giant,mind over matter
young the giant,mr. know-it-all
young the giant,its a mans mans mans world (live) - spotify exclusive
young the giant,cough syrup
young thug,pick up the phone
youngblood hawke,last time
youngblood hawke,rootless
youngblood hawke,blackbeak
youngblood hawke,in our blood - at spotify live
youngblood hawke,we come running
youth in revolt,royals
yuki hayashi,you say run
yuna,live your life
yuna,rescue
yungmiss on hook,i wanna be a star
zac brown band,dress blues
zak waters,over you
zara larsson,lush life
zarif,box of secrets
zarif,over - radio edit
zayn,i dont wanna live forever (fifty shades darker)
zebrahead,postcards from hell
zebrahead,rated u for ugly
zebrahead,broadcast to the world
zebrahead,heres to you
zebrahead,your new boyfriend wears girl pants
zebrahead,anthem
zebrahead,livin libido loco
zedd,stay the night - featuring hayley williams of paramore
zedd,spectrum (feat. matthew koma)
zedd,stay (with alessia cara)
zedd,clarity
zedd,i want you to know
zedd,lost at sea
zedd,spectrum - acoustic version
zedd skrillex ft. katy perry afrojack ne-yo,breakin the doors (kap slap bootleg)
zhu,faded
zox,a little more time
zz top,sharp dressed man
zz top,la grange
zz top,gimme all your lovin
zz top,i got the six - 2008 remastered version
zz ward,put the gun down
